id,question,opa,opb,opc,opd,cop,choice_type,exp,subject_name,topic_name
2e239d6f-5232-452d-b0ca-7935eca8865f,A PATIENT OF SCHIZOPHRENIA TREATED FOR 5 YEARS DEVELOPE PERIORAL MOVEMENTS. LIKELY DIAGNOSIS IS:,Tardive dyskinesia,Muscular dystonia,Akathisia,Malignant neuroleptic syndrome,0,single,"* TARDIVE DYSKINESIA IS THE MOST COMMON DELAYED ( LATE) COMPLICATION OF ANTIPSYCHOTIC MEDICATION * IT IS CHARACTERISED BY PURPOSELESS, INVOLUNTARY FACIAL AND LIMB MOVEMENTS TARDIVE DYSKENYSIS * MUSCULAR DYSTONIA : - IS CHARACTERISED BY BIZZARE MUSCLE SPASMS SPECIALLY AFFECTING LINGUOFASCIAL MUSCLES - GRIMACING ETC.OCCURS WITHIN FEW HOURS OF A SINGLE DOSE AT MOST MOST WITHIN A WEEK. MUSCULAR DYSTONIA THUS W HILE FACIAL MOVEMENTS CAN BE A FEATURE OF BOTH TARDIVE DYSKINESIA AND MUSCULAR DYSTONIA, THOSE DEVELOPING AS LATE AS 5 YEARS AFTER INSTITUTION OF TREATMENT ARE LIKELY TO BE DUE TO BE DUE TO TARDIVE DYSKINESIA. * AKATHASIA : REFERS TO REST LESSNESS / F EELING OF DISCOMFO / APPARENT AGITATION FACIAL MOVEMENTS ARE NOT A FEATURE. AKATHASIA * MALIGNANT NEUROLEPTIC SYNDROME : IS CHARACTRISED BY RIGIDITY, IMMOBILITY, FEVER, FLUCTUATING BP AND HEA RATE. FACIAL MOVEMENTS ARE NOT A FEATURE REF : HARRISONS 20TH ED",Psychiatry,All India exam
d919c084-99c3-4cac-9fdf-9e06e7f8a4af,Agoraphobia is seen in patient with,Generalized anxiety disorder,Social anxiety disorder,Panic attacks,OCD,2,single,Panic attack and phobia are usually seen as comorbid conditions.,Psychiatry,
4ebbce8d-1b1f-4fc5-a6ee-07901bcba33b,Drug of choice in a patient with severe complicated falciparum malaria is :,Chloroquine,Quinine,Artesunate,Artemether,2,single,,Pharmacology,
13b5722c-9e03-4b55-bb4b-73d9741779b5,Ketoconazole should not be   given to a patient  being treated with astemizole because:,Ketoconazole induces the metabolism of astemizole,Dangerous ventricular arrhythmias can occur,Astemizole inhibits the metabolism of ketoconazole,Astemizole antagonizes the antifungal action of ketoconazole,1,single,"Ketoconazole, erythromycin and clarithromycin are potent inhibitors of microsomal enzymes. Astemizole, terfenadine and cisapride are the drugs that can block cardiac K +  channels at high concentration. If administered along with microsomal enzyme inhibitors, these drugs can result in torsades de pointes, a serious polymorphic ventricular tachycardia.",Pharmacology,
f6981b6f-8dea-46aa-b483-beb918f673ff,Relatively safe drug for epileptic patients in pregnancy?,Carbamazepine,Phenobarbitone,Valproate,Phenytoin,1,single,"Barbiturates are relatively safe in pregnancy for epilepsy. Lamotrigine, Levetiracetam, topiramate are also relatively safe teratogencity ladder levetiacetam,lamotrigine>phenobarbitone ,phenytoin>carbamazepine,topiramate>valproate Ref: KD Tripathi 8th ed.",Pharmacology,Central Nervous system
4a22bee8-44d3-44ad-b25f-22e7a10cf86c,Cephalosporin that does not require dose reductionin patient with any degree of renal impairment is aEUR',Cefuroxime,Cefoperazone,Ceftazidime,Cefotaxime,1,single,"Cefoperazone [Ref: Goodman Gilman 17thie 1147, 1148; Katzung 10 p. 7371 Remember: ? Most cephalosporins are excreted mainly by tubular secretion. But ceftriaxone and cefoperazone are excreted mainly in bile and no dose adjustment is required in renal insufficiecy. The other unique feature of cefriaxone is its long half life. Thus it can be injected O.D. or B.D. in serious infections. According to Goodman and Gilman ""All cephalosporins are excreted through kidney except celPiramide and cefoperazone which are excreted predominantly in the bile"". About ceftriaxone Goodman Gilman mentions. ""50% of this drug is excreted through urine while 50% of it is excreted through bile"". But Katzung differs from Goodman Gilman ""All cephalosporins are excreted through kidney except .for cefoperazone and ceftriaxone which are excreted mainly through the bilian' tract"". Antimicrobial Drugs that do not require dosage adjustment in Renal Failure Cephalosporins Antitubercular * Cefoperaczone * Rifampicin * Ceftriaxone Other (miscellaneous) * Cefopiramide * Clindamycin * Chloramphenicol * Metronidazole Macrolides * Amphoterecin B * Erythomycin * Linezolid * Clarithomycin * Quinupristin / Dalfopristin * Azithromycin * Nafcillin / Oxacillin Fluoroquinolones Tetracycline * Trovafloxacin * Doxycycline * Grepafloxacin * Minocycline Use of Antimicrobial Agents in the Presence of Renal Dysfunction (Anesthesiology by Longnecker, Newman, Zapol'(2007J/285 Containdicated in the presence of dosage Require Require dosage adjustment only with severe adj adjustment with renal failures: renal failure: moderate renal failure: * Tetracyclines (except doxycycline), * Carbenicillin, ticarcillin, * Ampicillin, * Isoniazid, * Nitrofurantoin, * Cefazolin, * Mezlacillin. * Ethambutol, * Cephaloridine, * Aminoglycosides, * Piperacillin * Meropenem, * Long-acting sulfonamides, * Vancomycin, * Cefoxitin, * Nalidixic acid, * Methenamine, * Irnipenem, * Cefotaxime, * Ciprofloxacin, * Paraaminosalicylic acid * Flucytosine, * Penicillin G, * 5- fluorocytosine, * Fluconazole * Ceftizoxime, * Ofloxacin, * Ceftazidime, * Levofloxacin, * Cefuroxime, * Norfloxacin, * Cefotetan, * Itraconazole * Trimethoprim? * Sulfamethoxazole,",Pharmacology,
2d043eeb-a1c2-43c9-acb4-594b6e1c37df,Aspirin is contraindicated in a patient who is on treatment with:,Prednisolone,Warfarin,Theophylline,Oral contraceptives,1,single,"Aspirin can displace warfarin from protein binding sites elevating the free drug level, leading to prolongation of both bleeding time and prothrombin time. So it should not be used in patients on anticoagulation therapy due to increased risk of bleeding. Other drugs which were found to increase the level of warfarin are: Azapropazone Phenylbutazone Naproxen Mefenamic acid Ibuprofen Ref: Enzyme- and Transpoer-Based Drug-Drug Interactions: Progress and Future Challenges edited by K. Sandy Pang, page 656.",Pharmacology,
41832512-cfad-4649-86f3-c325945f834f,Route of administration of LMWH for prophylaxis of thrombosis in a patient who had undergone surgery few hours back is:,Subcutaneous,Intravenous,Inhalational,Intramuscular,0,single,Ans. (A) i.e. Subcutaneous(Ref: Goodman Gilman 13thed; pg. 589)LMWH and fondaparinux can be used by subcutaneous route once a day for both treatment and prophylaxis of thrombosis.Unfractionated heparin can be used by subcutaneous route twice a day for prophylaxis and by intravenous route four times a day for treatment of thrombosis.,Pharmacology,Hematology
6e2023c6-1d32-4134-8af5-85dae800c526,Drug of choice for controlling severe pain in cancer patient is:,Morphine,Diclofenac,Ibuprofen,Codiene,0,single,Ref: Katzung 10/e p449 Opioids like morphine can be used to treat severe pain associated with terminal cancers.,Pharmacology,Central Nervous system
6a680ad4-ba92-4be5-9959-5e79c900234d,Latest drug used for treatment of MDR TB patients is -,Bedaquiline,Amithiozone,Capreomycin,Linezolid,0,single,"Ans. is 'a' i.e., Bedaquiline Bedaquiline* It is a diaryl quinolone.* It acts by inhibiting M. tuberculosis adenosine triphosphate synthase.* It demonstrates significant potency against M. tuberculosis infection, both drug susceptible and multidrug resistant strains as well as many other mycobacteria.* It has potential to shorten the duration of drug therapy for management M. tuberculosis infection.* It is associated with nausea, increased QT interval.* FT, has approved bedaquiline for the management of drug resistant tuberculosis with a black box warning, relating to possible cardiac toxicity and sudden death.Note:DELAMANID:* It is also a new agent derived from nitrodihydro-imidazooxazole class of compounds.* It inhibits mycolic acid synthesis, and has shown potent in vitro and invivo activity against both drug susceptible and drug resistant M. tuberculosis strains.",Pharmacology,Anti Microbial
bf2f065a-e95e-4d0f-809b-bed0c2fa6a08,DOC for schizophrenic patient with poor oral absorption is?,Clozapine,Fluphenazine,Sulpride,Penfluridol,1,single,"Ans. B. FluphenazineLong-acting injectable (LAI) antipsychotics (APs) (LAI APs) have proved effective in schizophrenia and other severe psychotic disorders because they assure stable blood levels, leading to a reduction of the risk of relapse.LAIs bypass the initial deactivating process by avoiding first-pass metabolism in the liver.",Psychiatry,
0d26a742-786e-4ce6-9c7e-1a974df8dfdc,A bactericidal drug would be preferred over a bacteriostatic drug in a patient with,Neutropenia,Cirrhosis,Pneumonia,Hea disease,0,single,"Bactericidal drugs kill the bacteria whereas bacteriostatic drugs only inhibits bacterial growth. Bacteriostatic activity is adequate for the treatment of most infections ,bactericidal activity nay be necessary for cure in patients with altered immune system like neutropenia ,HIV and other immunosuppressive conditions Refer KDT 6/e p686",Pharmacology,Chemotherapy
bfdd8469-050c-4a06-b4bd-e7047e590ff7,Cephalosporin that does not require dose reduction in patient with any degree of renal impairment is:,Cefuroxime,Cefoperazone,Ceftazidime,Cefotaxime,1,single,"CEPHALOSPORINS These are a group of semisynthetic antibiotics derived from &;cephalosporin-C&; obtained from a fungus Cephalosporium. They are chemically related to penicillins; the nucleus consists of a P-lactam ring fused to a dihydrothiazine ring, (7-aminocephalosporanic acid). By addition of different side chains at position 7 of [3-lactam ring (altering spectrum of activity) and at position 3 of dihydrothiazine ring (affecting pharmacokinetics), a large number of semisynthetic compounds have been produced. Cefoperazone: Like ceftazidime, it differs from other third generation compounds in having stronger activity on Pseudomonas and weaker activity on other organisms. It is good for S. typhi and B. fragilis also, but more susceptible to Beta lactamases. The indications are-severe urinary, biliary, respiratory, skin-soft tissue infections, meningitis and septicaemias. It is primarily excreted in bile; half life is 2 hr. It has hypoprothrombinaemic action but does not affect platelet function. A disulfiram-like reaction with alcohol has been repoed. Dose: 1-3 g i.m./i.v. 8-12 hourly ESSENTIALS OF MEDICAL PHARMACOLOGY K.D.TRIPATHI SIXTH EDITION PAGE NO:705,706",Pharmacology,Chemotherapy
bf1f425b-d7e1-4ccf-98db-cc0fdd8237b2,Drug of choice for schizophrenic patient with poor oral absorption is?,Haloperidol,Fluphenazine,Clozapine,Olanzapine,2,single,"Clozapine REF: Kaplan and sadock's synopsis in psychiatry 10th ed p. 489-490 Antipsychotics can be categorized into two main groups: the older conventional antipsychotics, which have also been called first-generation antipsychotics or dopamine receptor antagonists (DRA), and the newer drugs, which have been called second-generation antipsychotics or serotonin dopamine antagonists (SDAs) Strategies for Poor Responders of Antipsychotic: It may suggest that the patient is a rapid metabolizer of the antipsychotic or that the drug is not being adequately absorbed. Changing to another drug is preferable to changing to a high dose. If a patient has responded poorly to a conventional DRA, it is unlikely that this individual will do well on another DRA. Changing to an SDA is more likely to be helpful. Clozapine is effective for patients who respond poorly to DRAs. Double-blind studies comparing clozapine to other antipsychotics indicated that clozapine had the clearest advantage over conventional drugs in patients with the most severe psychotic symptoms, as well as in those who had previously responded poorly to other antipsychotics.",Psychiatry,
1df63d84-9e14-4ea8-9d64-c3082bb31060,Morbid jealousy is most often seen in patients taking,Alcohol,Amphetamine,LSD,Cannabis,0,single,"Some Complications of Alcohol Dependence Medical Complications Central Nervous System: i. Peripheral neuropathy ii. Delirium tremens iii. Rum fits (Alcohol withdrawal seizures) iv. Alcoholic hallucinosis v. Alcoholic jealousy vi. Wernicke-Korsakoff psychosis vii. Marchiaa-Bignami disease viii. Alcoholic dementia ix. Suicide x. Cerebellar degeneration xi. Central pontine myelinosis xii. Head injury and fractures. Ref: A Sho Textbook of Psychiatry, Niraj Ahuja, 7th Edition, pg. no. 39",Psychiatry,Substance abuse
